Fitness,rseries,cm,gLeak,ELeak,g_Na,cprs,cprs_est
6346.008540034265,47.883688292110776,39.82702976953112,0.18150606664166977,28.644784949385823,2.0256365988853013,1.9643459973934203,1.0242364748499369
6351.929413868441,50.66788758461817,39.82702976953112,0.1668800655327843,22.134440233080845,2.6757713263733303,1.9643459973934203,1.0446510281005688
6408.25543515095,47.883688292110776,39.82702976953112,0.17293582276542063,28.136854327953966,2.6757713263733303,1.9643459973934203,1.0242364748499369
6395.714201726703,47.883688292110776,39.82702976953112,0.17293582276542063,25.813448076364683,2.6757713263733303,1.7164133150567746,1.0242364748499369
6408.25543515095,47.883688292110776,39.82702976953112,0.17293582276542063,28.136854327953966,2.6757713263733303,1.9643459973934203,1.0242364748499369
6283.0403133327945,48.72493988288123,39.82702976953112,0.17293582276542063,-16.999553285355194,2.8025018486353463,1.9643459973934203,1.0242364748499369
6330.992091932302,47.883688292110776,39.82702976953112,0.17293582276542063,-15.83197116694898,2.6757713263733303,1.9643459973934203,1.0242364748499369
6484.451064674753,48.72493988288123,39.82702976953112,0.2678440630456634,28.136854327953966,2.8025018486353463,3.0662570154564803,2.385400689817215
6349.496075819296,48.72493988288123,39.06220241115702,0.13679392583857364,28.644784949385823,2.850731786852343,1.886733492728637,1.1310565617939257
6513.372014762254,47.883688292110776,39.82702976953112,0.17293582276542063,28.50727592115388,2.8188773928140103,1.9643459973934203,1.0242364748499369
6418.805947052213,48.72493988288123,38.75305645470272,0.2678440630456634,-16.108474237371553,2.8025018486353463,3.6338017983204005,2.3528201031596545
6446.417228464158,48.72493988288123,38.75305645470272,0.2813721103346468,-16.999553285355194,2.9315195146759727,3.0662570154564803,2.6912974169008903
6517.465031454448,48.72493988288123,38.75305645470272,0.2328340886645428,-16.108474237371553,2.8025018486353463,2.868884753317479,2.9134200932855183
6307.1488241517745,48.2441333822603,39.82702976953112,0.17293582276542063,24.719707483138308,2.3924455099560182,1.7912280229675206,1.0242364748499369
6340.517283092322,48.72493988288123,38.75305645470272,0.2678440630456634,-16.108474237371553,2.8025018486353463,3.0662570154564803,2.3528201031596545
6305.525388765553,49.53298583877318,39.82702976953112,0.1668800655327843,-13.62199456748305,3.0291000382285107,2.1809688414269672,1.10101592331108
6364.766325798991,48.72493988288123,39.82702976953112,0.2678440630456634,-16.999553285355194,2.3639123200087844,1.9643459973934203,1.3839111255306042
6209.139193725127,50.462514653500875,38.75305645470272,0.15703337487511165,-16.108474237371553,2.5862798143165566,1.9914378952308873,1.0242364748499369
6351.576988905316,50.66788758461817,39.82702976953112,0.1668800655327843,25.813448076364683,3.0291000382285107,1.9643459973934203,1.10101592331108
6284.891095092293,49.897841100918654,39.82702976953112,0.2678440630456634,-16.108474237371553,2.8025018486353463,1.9643459973934203,1.0242364748499369
6223.221710665557,48.72493988288123,39.82702976953112,0.15703337487511165,-16.999553285355194,2.3639123200087844,1.9643459973934203,1.0242364748499369
6319.4169721811795,48.72493988288123,39.82702976953112,0.17293582276542063,25.813448076364683,2.700098712971807,2.1321115100860797,1.100262385104693
6351.684141999369,48.72493988288123,39.82702976953112,0.2678440630456634,-15.83197116694898,2.8025018486353463,3.0662570154564803,2.385400689817215
6351.576988905316,50.66788758461817,39.82702976953112,0.1668800655327843,25.813448076364683,3.0291000382285107,1.9643459973934203,1.10101592331108
6397.595990287219,47.883688292110776,39.82702976953112,0.17293582276542063,22.134440233080845,2.6757713263733303,1.9643459973934203,1.0242364748499369
6400.673309067284,48.206031458866285,39.82702976953112,0.2678440630456634,-16.108474237371553,2.8025018486353463,1.9643459973934203,1.0242364748499369
6315.0223891905525,47.883688292110776,38.75305645470272,0.20773486251565293,29.728945593971574,2.0256365988853013,1.857784890174057,1.0242364748499369
6231.3006422746685,49.17654634667155,39.82702976953112,0.1529934832361239,-16.825126582561662,2.8025018486353463,1.9643459973934203,1.0242364748499369
6439.343502534644,48.72493988288123,38.75305645470272,0.2678440630456634,-16.999553285355194,2.8025018486353463,3.0662570154564803,2.9134200932855183
6214.099335790745,47.883688292110776,36.49008190719267,0.20337871551704695,-16.948837220442137,2.3464447407331397,1.9673321833782351,1.3839111255306042
6279.634766048738,47.883688292110776,39.82702976953112,0.17293582276542063,-0.8205815125192077,2.4601249456130856,1.9643459973934203,1.0242364748499369
9999.276184877119,42.49205193029128,39.82702976953112,0.2678440630456634,-16.108474237371553,2.8025018486353463,1.9643459973934203,1.0242364748499369
6435.604316548725,47.883688292110776,39.82702976953112,0.17293582276542063,23.956829077848774,2.7577118257103517,1.5023291786035813,1.0490209096012364
6321.746208845537,48.206031458866285,40.06482142493496,0.2678440630456634,-16.108474237371553,2.15209648694265,1.9643459973934203,1.0242364748499369
1000000.0,48.72493988288123,36.49008190719267,0.24370669635852496,-16.948837220442137,2.8025018486353463,3.0662570154564803,1.3839111255306042
7306.537395641571,47.883688292110776,38.75305645470272,0.17293582276542063,-16.999553285355194,2.3464447407331397,1.9643459973934203,2.9134200932855183
6774.729765924606,46.59332073909485,38.75305645470272,0.19564118281861406,28.081334195198046,2.0256365988853013,1.9643459973934203,1.0242364748499369
