Fitness,rseries,cm,gLeak,ELeak,g_Na
2891.3937073184456,46.00558561970633,48.07742305853934,2.2386508728953216,17.245337441609983,4.667757359929306
3305.797751008602,41.21479072350103,40.546515829797045,0.7266734293143806,-6.388090787677719,2.7926992119602563
2471.81008232356,44.576566252302186,42.028897119270574,1.070546148925507,29.70798225338155,4.4539041081249415
3305.797751008602,41.21479072350103,40.546515829797045,0.7266734293143806,-6.388090787677719,2.7926992119602563
2401.1368515669596,45.498839708783805,42.56930247206911,0.5100044384558314,28.858594384327596,6.3422763204971355
2594.6289745128706,46.00558561970633,40.12980970054694,0.7053260310354411,-28.236905421436514,4.667757359929306
3303.514687246319,41.30325536144812,48.07742305853934,2.2386508728953216,17.216988808264556,4.667757359929306
3514.9751245651305,41.03172464913158,40.12980970054694,0.7654354526140891,-28.236905421436514,1.5499880518793772
2412.0610370520617,45.498839708783805,42.56930247206911,0.5100044384558314,29.02123230972775,6.526571090431592
3203.080637732209,44.576566252302186,42.028897119270574,0.27772950619688647,29.70798225338155,2.5069361686660008
2490.43840023349,45.498839708783805,42.56930247206911,0.7346994170832829,-26.861334545850887,7.127665523635152
2958.8823066275554,45.498839708783805,47.72434803321812,0.5269689695692126,29.91007343745281,4.4539041081249415
3118.944855734512,45.070802303340365,47.72434803321812,1.0080854325115531,-21.370232161383363,3.9643044117305855
2712.5476664933553,45.498839708783805,47.72434803321812,0.5100044384558314,28.858594384327596,7.127665523635152
3176.3169714171563,44.576566252302186,40.546515829797045,0.7266734293143806,-6.388090787677719,2.5069361686660008
3434.534688878068,41.21479072350103,45.88915625104274,0.27772950619688647,0.7134995013169494,2.7926992119602563
3488.7125871779845,42.20659074499606,45.242436331260606,0.2507379694447742,0.7134995013169494,6.535927737451514
3205.071655843972,44.576566252302186,42.028897119270574,0.26039758315894196,29.70798225338155,2.5069361686660008
3499.739376116969,41.03172464913158,40.12980970054694,0.5100044384558314,-19.91522682582811,1.5499880518793772
3439.148452056799,44.576566252302186,45.88915625104274,0.27772950619688647,0.7134995013169494,2.5069361686660008
3142.390041320576,44.262648679188004,40.546515829797045,2.5750464872540104,-1.650049227428397,8.39372666845894
2971.286393183788,42.340752920324356,42.028897119270574,0.27772950619688647,29.70798225338155,3.2475407188518024
3118.944855734512,45.070802303340365,47.72434803321812,1.0080854325115531,-21.370232161383363,3.9643044117305855
2981.2326879771044,45.178402308471576,42.02380516406954,0.7266734293143806,-6.388090787677719,3.3263170249830343
3203.080637732209,44.576566252302186,42.028897119270574,0.27772950619688647,29.70798225338155,2.5069361686660008
2515.958686632686,46.00558561970633,40.12980970054694,0.7412380759678918,17.245337441609983,4.667757359929306
3461.392210221912,41.39260856559623,40.12980970054694,0.37044070492125225,-12.480770292403594,1.5499880518793772
2515.958686632686,46.00558561970633,40.12980970054694,0.7412380759678918,17.245337441609983,4.667757359929306
3142.390041320576,44.262648679188004,40.546515829797045,2.5750464872540104,-1.650049227428397,8.39372666845894
3439.148452056799,44.576566252302186,45.88915625104274,0.27772950619688647,0.7134995013169494,2.5069361686660008
2687.624041845387,45.498839708783805,47.72434803321812,0.7627224312806807,-26.861334545850887,6.153842976254537
2502.6586567178865,44.262648679188004,40.794813771740046,0.7346994170832829,-1.650049227428397,4.4539041081249415
2516.0565949857805,47.33453476051487,40.12980970054694,0.7627224312806807,-28.236905421436514,5.555265303789868
3072.425424282563,45.498839708783805,47.72434803321812,0.7346994170832829,-26.861334545850887,4.4539041081249415
2917.931317271471,44.262648679188004,51.25273103149069,2.5750464872540104,26.047819121808402,9.7510294146427
3142.390041320576,44.262648679188004,40.546515829797045,2.5750464872540104,-1.650049227428397,8.39372666845894
3370.7038350432767,44.576566252302186,45.242436331260606,0.26039758315894196,26.99632330336815,2.5069361686660008
2468.555754282352,45.498839708783805,42.56930247206911,0.5269689695692126,29.91007343745281,7.127665523635152
2755.692168287432,46.00558561970633,42.028897119270574,2.2386508728953216,17.245337441609983,4.667757359929306
3353.7624247001413,41.21479072350103,41.35163209936059,0.27772950619688647,-6.388090787677719,2.5069361686660008
3077.0519057375514,46.00558561970633,47.72434803321812,1.1780754031502716,-21.370232161383363,4.4539041081249415
3514.6489447692766,41.03172464913158,40.12980970054694,0.7412380759678918,-28.236905421436514,1.5499880518793772
2756.7017205806987,46.00558561970633,43.61648302091063,2.2386508728953216,17.245337441609983,4.667757359929306
3295.124137892231,41.21479072350103,41.35163209936059,0.7266734293143806,-6.388090787677719,2.7926992119602563
3002.914886614108,45.498839708783805,48.36488540454616,0.5100044384558314,28.858594384327596,8.390771140281933
3072.425424282563,45.498839708783805,47.72434803321812,0.7346994170832829,-26.861334545850887,4.4539041081249415
3305.797751008602,41.21479072350103,40.546515829797045,0.7266734293143806,-6.388090787677719,2.7926992119602563
2756.7017205806987,46.00558561970633,43.61648302091063,2.2386508728953216,17.245337441609983,4.667757359929306
3754.320886551919,41.03172464913158,48.07742305853934,2.2386508728953216,17.245337441609983,1.5499880518793772
2891.3937073184456,46.00558561970633,48.07742305853934,2.2386508728953216,17.245337441609983,4.667757359929306
3776.895226010317,42.48508494796176,51.25273103149069,9.266851169831927,26.047819121808402,9.7510294146427
3465.4633010412176,41.39260856559623,40.12980970054694,0.37044070492125225,-14.545244357540115,1.5499880518793772
3461.392210221912,41.39260856559623,40.12980970054694,0.37044070492125225,-12.480770292403594,1.5499880518793772
3461.392210221912,41.39260856559623,40.12980970054694,0.37044070492125225,-12.480770292403594,1.5499880518793772
2708.0930172107287,45.498839708783805,43.296815299445456,0.7346994170832829,-28.767254570539833,4.557049322090682
4063.441029813316,42.066439718566805,48.07742305853934,2.2386508728953216,-28.236905421436514,1.5499880518793772
2471.81008232356,44.576566252302186,42.028897119270574,1.070546148925507,29.70798225338155,4.4539041081249415
4204.626909456354,41.37373630411395,42.028897119270574,0.26039758315894196,29.70798225338155,7.384289558892989
3305.797751008602,41.21479072350103,40.546515829797045,0.7266734293143806,-6.388090787677719,2.7926992119602563
3118.944855734512,45.070802303340365,47.72434803321812,1.0080854325115531,-21.370232161383363,3.9643044117305855
2914.781488832633,44.39714724655584,38.00648629366579,1.075631414655446,13.556957248637886,6.535927737451514
3072.425424282563,45.498839708783805,47.72434803321812,0.7346994170832829,-26.861334545850887,4.4539041081249415
3514.6489447692766,41.03172464913158,40.12980970054694,0.7412380759678918,-28.236905421436514,1.5499880518793772
3497.3936087647694,41.30325536144812,42.56930247206911,1.070546148925507,-21.370232161383363,4.4539041081249415
3203.080637732209,44.576566252302186,42.028897119270574,0.27772950619688647,29.70798225338155,2.5069361686660008
2515.958686632686,46.00558561970633,40.12980970054694,0.7412380759678918,17.245337441609983,4.667757359929306
4704.335992395446,41.03172464913158,40.12980970054694,2.5750464872540104,-28.236905421436514,8.39372666845894
3707.7153856646773,44.262648679188004,40.546515829797045,0.7627224312806807,-1.650049227428397,1.5499880518793772
3142.1019595248886,44.262648679188004,40.546515829797045,2.5750464872540104,-1.5499941486504945,8.39372666845894
3776.895226010317,42.48508494796176,51.25273103149069,9.266851169831927,26.047819121808402,9.7510294146427
3461.392210221912,41.39260856559623,40.12980970054694,0.37044070492125225,-12.480770292403594,1.5499880518793772
2914.781488832633,44.39714724655584,38.00648629366579,1.075631414655446,13.556957248637886,6.535927737451514
3552.7527601242173,41.30325536144812,42.028897119270574,0.27772950619688647,-21.370232161383363,4.4539041081249415
2460.5992150333336,46.00558561970633,43.87511874475159,2.0355555387614745,17.245337441609983,5.654999796449817
2799.405562026905,46.00558561970633,47.20450602042804,1.831004344470562,17.245337441609983,4.667757359929306
2597.629887725339,46.00558561970633,40.12980970054694,0.7627224312806807,-28.236905421436514,4.667757359929306
3353.7624247001413,41.21479072350103,41.35163209936059,0.27772950619688647,-6.388090787677719,2.5069361686660008
